step,loss,bce,channel_marginal_nll,nmse,ber,tblER_proxy,bit_nll,brier,snr_db,lr,grad_norm,params,edge_density,validation_bit_nll,training_contract_signature
350,0.560460090637207,0.560460090637207,0.18478533625602722,0.4633270502090454,0.3036702573299408,1.0,0.560460090637207,0.19200634956359863,5.641789436340332,0.004,0.001921116723679006,17,0.7987142205238342,nan,9206c0eb2e753ae0245beff5b7d3c272aa63de695449f3745f5db6ab7832b628
375,0.5466775298118591,0.5466775298118591,0.14888730645179749,0.4440534710884094,0.2905409038066864,1.0,0.5466775298118591,0.18632125854492188,13.997879028320312,0.004,0.0024765292182564735,17,0.7976617217063904,nan,9206c0eb2e753ae0245beff5b7d3c272aa63de695449f3745f5db6ab7832b628
400,0.5546793341636658,0.5546793341636658,0.15724147856235504,0.45852985978126526,0.2989366352558136,1.0,0.5546793341636658,0.18975208699703217,7.1077070236206055,0.004,0.0012959857704117894,17,0.7992892861366272,0.5508310596148173,9206c0eb2e753ae0245beff5b7d3c272aa63de695449f3745f5db6ab7832b628
425,0.5544659495353699,0.5544659495353699,0.13794851303100586,0.44494253396987915,0.2971360981464386,1.0,0.5544659495353699,0.1894751638174057,14.066706657409668,0.004,0.002596677513793111,17,0.7971001863479614,nan,9206c0eb2e753ae0245beff5b7d3c272aa63de695449f3745f5db6ab7832b628
450,0.5499516129493713,0.5499516129493713,0.12853094935417175,0.43953457474708557,0.2926059365272522,1.0,0.5499516129493713,0.18746264278888702,14.520642280578613,0.004,0.0017571799689903855,17,0.7984538078308105,nan,9206c0eb2e753ae0245beff5b7d3c272aa63de695449f3745f5db6ab7832b628
475,0.5544269680976868,0.5544269680976868,0.18785209953784943,0.4582468271255493,0.2990824282169342,1.0,0.5544269680976868,0.18957455456256866,7.490087032318115,0.004,0.0015912586823105812,17,0.7986762523651123,nan,9206c0eb2e753ae0245beff5b7d3c272aa63de695449f3745f5db6ab7832b628
500,0.551848292350769,0.551848292350769,0.14158137142658234,0.44507020711898804,0.2959323525428772,1.0,0.551848292350769,0.1884581446647644,10.905952453613281,0.004,0.0010967792477458715,17,0.7986897826194763,0.550764004389445,9206c0eb2e753ae0245beff5b7d3c272aa63de695449f3745f5db6ab7832b628
525,0.5485747456550598,0.5485747456550598,0.13335061073303223,0.44798511266708374,0.292809396982193,1.0,0.5485747456550598,0.18724462389945984,11.58590316772461,0.004,0.0010818385053426027,17,0.7986654043197632,nan,9206c0eb2e753ae0245beff5b7d3c272aa63de695449f3745f5db6ab7832b628
550,0.5525998473167419,0.5525998473167419,0.15326592326164246,0.44918298721313477,0.2967902421951294,1.0,0.5525998473167419,0.18891377747058868,9.550389289855957,0.004,0.0009793564677238464,17,0.7982747554779053,nan,9206c0eb2e753ae0245beff5b7d3c272aa63de695449f3745f5db6ab7832b628
575,0.5450504422187805,0.5450504422187805,0.13451868295669556,0.43387365341186523,0.2883673906326294,1.0,0.5450504422187805,0.18566539883613586,14.402251243591309,0.004,0.0019634482450783253,17,0.7970215082168579,nan,9206c0eb2e753ae0245beff5b7d3c272aa63de695449f3745f5db6ab7832b628
600,0.562653124332428,0.562653124332428,0.1801285296678543,0.46132174134254456,0.3059794008731842,1.0,0.562653124332428,0.19286353886127472,4.399923801422119,0.004,0.0021428223699331284,17,0.7991970777511597,0.550684650739034,9206c0eb2e753ae0245beff5b7d3c272aa63de695449f3745f5db6ab7832b628
625,0.5476287007331848,0.5476287007331848,0.13121077418327332,0.4389919638633728,0.2912326455116272,1.0,0.5476287007331848,0.18676495552062988,13.540987014770508,0.004,0.0014701301697641611,17,0.7981065511703491,nan,9206c0eb2e753ae0245beff5b7d3c272aa63de695449f3745f5db6ab7832b628
650,0.5469643473625183,0.5469643473625183,0.15444231033325195,0.43900227546691895,0.2911648154258728,1.0,0.5469643473625183,0.18657512962818146,12.748775482177734,0.004,0.0010824903147295117,17,0.7973877191543579,nan,9206c0eb2e753ae0245beff5b7d3c272aa63de695449f3745f5db6ab7832b628
675,0.5477294921875,0.5477294921875,0.11368820816278458,0.43818047642707825,0.2920430600643158,1.0,0.5477294921875,0.18681219220161438,13.851266860961914,0.004,0.003915765788406134,17,0.798008918762207,nan,9206c0eb2e753ae0245beff5b7d3c272aa63de695449f3745f5db6ab7832b628
700,0.5585430264472961,0.5585430264472961,0.18883460760116577,0.4640079140663147,0.3020426332950592,1.0,0.5585430264472961,0.19130738079547882,5.946241855621338,0.004,0.0015625731321051717,17,0.7987521886825562,0.5506584048271179,9206c0eb2e753ae0245beff5b7d3c272aa63de695449f3745f5db6ab7832b628
725,0.5479586124420166,0.5479586124420166,0.1448497325181961,0.4421597123146057,0.2901645302772522,1.0,0.5479586124420166,0.1866462081670761,14.458942413330078,0.004,0.0025375087279826403,17,0.7981798052787781,nan,9206c0eb2e753ae0245beff5b7d3c272aa63de695449f3745f5db6ab7832b628
750,0.5596281886100769,0.5596281886100769,0.19033026695251465,0.4566092789173126,0.3031684160232544,1.0,0.5596281886100769,0.19171781837940216,4.752096176147461,0.004,0.0024493553210049868,17,0.7984510660171509,nan,9206c0eb2e753ae0245beff5b7d3c272aa63de695449f3745f5db6ab7832b628
775,0.5603949427604675,0.5603949427604675,0.19000710546970367,0.4608592092990875,0.3031514585018158,1.0,0.5603949427604675,0.19188810884952545,5.05293083190918,0.004,0.004162777215242386,17,0.7986328601837158,nan,9206c0eb2e753ae0245beff5b7d3c272aa63de695449f3745f5db6ab7832b628
800,0.5576273798942566,0.5576273798942566,0.17490683495998383,0.4577171206474304,0.30072021484375,1.0,0.5576273798942566,0.19080503284931183,8.296707153320312,0.004,0.002592029282823205,17,0.7983072996139526,0.5506210724512736,9206c0eb2e753ae0245beff5b7d3c272aa63de695449f3745f5db6ab7832b628
825,0.5595611929893494,0.5595611929893494,0.18146367371082306,0.4620152711868286,0.3030463457107544,1.0,0.5595611929893494,0.19166946411132812,6.9773406982421875,0.004,0.002580400090664625,17,0.7991102337837219,nan,9206c0eb2e753ae0245beff5b7d3c272aa63de695449f3745f5db6ab7832b628
850,0.553333580493927,0.553333580493927,0.15182285010814667,0.4465655982494354,0.2977362871170044,1.0,0.553333580493927,0.18925973773002625,8.370952606201172,0.004,0.0010416815057396889,17,0.7974284291267395,nan,9206c0eb2e753ae0245beff5b7d3c272aa63de695449f3745f5db6ab7832b628
875,0.5555773973464966,0.5555773973464966,0.1822216510772705,0.45688289403915405,0.2986348569393158,1.0,0.5555773973464966,0.1899193376302719,7.19162654876709,0.004,0.0012364884605631232,17,0.7988254427909851,nan,9206c0eb2e753ae0245beff5b7d3c272aa63de695449f3745f5db6ab7832b628
900,0.547916829586029,0.547916829586029,0.13648653030395508,0.4404933452606201,0.2916734516620636,1.0,0.547916829586029,0.18684323132038116,13.031183242797852,0.004,0.0012426305329427123,17,0.7977240681648254,0.5506183306376139,9206c0eb2e753ae0245beff5b7d3c272aa63de695449f3745f5db6ab7832b628
925,0.5594051480293274,0.5594051480293274,0.1921391487121582,0.46321621537208557,0.3034023642539978,1.0,0.5594051480293274,0.19172722101211548,5.451943397521973,0.004,0.0016081269131973386,17,0.7991617918014526,nan,9206c0eb2e753ae0245beff5b7d3c272aa63de695449f3745f5db6ab7832b628
950,0.5485056042671204,0.5485056042671204,0.1554318368434906,0.4462953507900238,0.2921040952205658,1.0,0.5485056042671204,0.1871366947889328,10.254989624023438,0.004,0.0015064942417666316,17,0.7979031205177307,nan,9206c0eb2e753ae0245beff5b7d3c272aa63de695449f3745f5db6ab7832b628
975,0.5449882745742798,0.5449882745742798,0.12307880818843842,0.43285229802131653,0.2892862856388092,1.0,0.5449882745742798,0.1856589913368225,15.453133583068848,0.004,0.004966288805007935,17,0.7978298664093018,nan,9206c0eb2e753ae0245beff5b7d3c272aa63de695449f3745f5db6ab7832b628
1000,0.549016535282135,0.549016535282135,0.15650752186775208,0.44833168387413025,0.2933180034160614,1.0,0.549016535282135,0.18737460672855377,8.463312149047852,0.004,0.001610304112546146,17,0.7991400957107544,0.550580640633901,9206c0eb2e753ae0245beff5b7d3c272aa63de695449f3745f5db6ab7832b628
1025,0.5465534329414368,0.5465534329414368,0.14603453874588013,0.44142284989356995,0.291412353515625,1.0,0.5465534329414368,0.1863362342119217,11.163917541503906,0.004,0.0017041816608980298,17,0.7983289957046509,nan,9206c0eb2e753ae0245beff5b7d3c272aa63de695449f3745f5db6ab7832b628
1050,0.5506965517997742,0.5506965517997742,0.13702797889709473,0.44245219230651855,0.294891357421875,1.0,0.5506965517997742,0.18815751373767853,10.86915111541748,0.004,0.0024958078283816576,17,0.7973307371139526,nan,9206c0eb2e753ae0245beff5b7d3c272aa63de695449f3745f5db6ab7832b628
1075,0.5449793338775635,0.5449793338775635,0.13790464401245117,0.43546703457832336,0.2891913652420044,1.0,0.5449793338775635,0.18570412695407867,12.564348220825195,0.004,0.0011248935479670763,17,0.7979926466941833,nan,9206c0eb2e753ae0245beff5b7d3c272aa63de695449f3745f5db6ab7832b628
1100,0.5495496392250061,0.5495496392250061,0.14200596511363983,0.44389256834983826,0.2922770082950592,1.0,0.5495496392250061,0.18748193979263306,13.804012298583984,0.004,0.001671508071012795,17,0.7979736328125,0.5505983233451843,9206c0eb2e753ae0245beff5b7d3c272aa63de695449f3745f5db6ab7832b628
1125,0.5538381338119507,0.5538381338119507,0.1604921817779541,0.4560304284095764,0.2987196147441864,1.0,0.5538381338119507,0.18949617445468903,6.891166687011719,0.004,0.0026943241246044636,17,0.7989284992218018,nan,9206c0eb2e753ae0245beff5b7d3c272aa63de695449f3745f5db6ab7832b628
1150,0.5534085035324097,0.5534085035324097,0.15715773403644562,0.45570868253707886,0.2965155839920044,1.0,0.5534085035324097,0.189057394862175,9.591996192932129,0.004,0.0013656247174367309,17,0.7984809279441833,nan,9206c0eb2e753ae0245beff5b7d3c272aa63de695449f3745f5db6ab7832b628
1175,0.550098717212677,0.550098717212677,0.16220763325691223,0.4481937885284424,0.2931722104549408,1.0,0.550098717212677,0.18753714859485626,10.951385498046875,0.004,0.000898880185559392,17,0.7979736328125,nan,9206c0eb2e753ae0245beff5b7d3c272aa63de695449f3745f5db6ab7832b628
1199,0.5436298847198486,0.5436298847198486,0.15506315231323242,0.44024190306663513,0.2891710102558136,1.0,0.5436298847198486,0.1852528303861618,13.571531295776367,0.004,0.0010369516676291823,17,0.797680675983429,0.5505798856417338,9206c0eb2e753ae0245beff5b7d3c272aa63de695449f3745f5db6ab7832b628
